Player_Name,Country,Market_Value,Age_Mult,Position_Mult,Rank_Mult,Synergy_Mult,Expected_Utility_Value
Yunus Akgün,Turkey,18.0,1.0,0.85,0.8,1.06,12.974400000000001
İsmail Yüksek,Turkey,15.0,1.0,1.0,0.8,1.04,12.48
Merih Demiral,Turkey,12.0,1.0,1.25,0.8,1.0,12.0
Abdülkerim Bardakcı,Turkey,6.5,1.15,1.25,0.8,1.06,7.923500000000001
Mert Müldür,Turkey,7.0,1.0,1.25,0.8,1.04,7.28
Eren Elmalı,Turkey,5.0,1.0,1.25,0.4,1.0,2.5
Oğuz Aydın,Turkey,7.0,1.0,0.85,0.4,1.0,2.3800000000000003
Çağlar Söyüncü,Turkey,3.5,1.15,1.25,0.4,1.0,2.0124999999999997
Salih Özcan,Turkey,3.5,1.0,1.0,0.4,1.0,1.4000000000000001
Deniz Gül,Turkey,5.0,0.7,0.85,0.4,1.0,1.1900000000000002
İrfan Can Kahveci,Turkey,3.0,1.15,0.85,0.4,1.0,1.1729999999999998
Altay Bayındır,Turkey,5.0,1.0,1.5,0.1,1.0,0.75
Kaan Ayhan,Turkey,1.5,1.15,1.0,0.1,1.0,0.1725
Samet Akaydin,Turkey,1.2,1.15,1.25,0.1,1.0,0.1725
Mert Günok,Turkey,0.5,1.0,1.5,0.1,1.0,0.07500000000000001
Chris Richards,United States,28.0,1.0,1.25,1.0,1.0,35.0
Folarin Balogun,United States,40.0,1.0,0.85,1.0,1.0,34.0
Christian Pulisic,United States,40.0,1.0,0.85,1.0,1.0,34.0
Malik Tillman,United States,30.0,1.0,1.0,1.0,1.0,30.0
Weston McKennie,United States,30.0,1.0,1.0,1.0,1.0,30.0
Antonee Robinson,United States,22.0,1.0,1.25,1.0,1.0,27.5
Ricardo Pepi,United States,30.0,1.0,0.85,1.0,1.02,26.01
Tyler Adams,United States,25.0,1.0,1.0,1.0,1.0,25.0
Sergiño Dest,United States,18.0,1.0,1.25,1.0,1.02,22.95
Brenden Aaronson,United States,22.0,1.0,1.0,1.0,1.0,22.0
Timothy Weah,United States,20.0,1.0,1.0,0.8,1.0,16.0
Haji Wright,United States,16.0,1.0,0.85,0.8,1.0,10.88
Joe Scally,United States,7.0,1.0,1.25,0.8,1.0,7.0
Mark McKenzie,United States,7.0,1.0,1.25,0.8,1.0,7.0
Álex Zendejas,United States,10.0,1.0,0.85,0.8,1.0,6.800000000000001
Matt Turner,United States,2.5,1.15,1.5,1.0,1.0,4.3125
Sebastian Berhalter,United States,8.0,1.0,1.0,0.4,1.0,3.2
Auston Trusty,United States,6.0,1.0,1.25,0.4,1.0,3.0
Miles Robinson,United States,3.5,1.0,1.25,0.4,1.0,1.75
Max Arfsten,United States,5.0,1.0,0.85,0.4,1.0,1.7000000000000002
Cristian Roldán,United States,3.5,1.15,1.0,0.4,1.0,1.6099999999999999
Giovanni Reyna,United States,4.0,1.0,1.0,0.4,1.0,1.6
Alex Freeman,United States,3.5,0.7,1.25,0.1,1.0,0.30624999999999997
Matt Freese,United States,2.0,1.0,1.5,0.1,1.0,0.30000000000000004
Chris Brady,United States,2.5,0.7,1.5,0.1,1.0,0.2625
Tim Ream,United States,0.15,1.0,1.25,0.1,1.0,0.018750000000000003
Federico Valverde,Uruguay,120.0,1.0,1.0,1.0,1.0,120.0
Maxi Araújo,Uruguay,35.0,1.0,1.25,1.0,1.0,43.75
Rodrigo Zalazar,Uruguay,30.0,1.0,1.0,1.0,1.0,30.0
Manuel Ugarte,Uruguay,25.0,1.0,1.0,1.0,1.0,25.0
Rodrigo Bentancur,Uruguay,20.0,1.0,1.0,1.0,1.0,20.0
Mathías Olivera,Uruguay,15.0,1.0,1.25,1.0,1.0,18.75
José María Giménez,Uruguay,12.0,1.15,1.25,1.0,1.0,17.25
Darwin Núñez,Uruguay,20.0,1.0,0.85,1.0,1.0,17.0
Joaquín Piquerez,Uruguay,12.0,1.0,1.25,1.0,1.02,15.3
Santiago Bueno,Uruguay,10.0,1.0,1.25,1.0,1.0,12.5
Nicolás de la Cruz,Uruguay,8.0,1.0,1.0,0.8,1.0,6.4
Brian Rodríguez,Uruguay,8.0,1.0,0.85,0.8,1.02,5.548800000000001
Agustín Canobbio,Uruguay,8.0,1.0,0.85,0.8,1.0,5.44
Emiliano Martínez,Uruguay,6.5,1.0,1.0,0.8,1.02,5.304
Sebastián Cáceres,Uruguay,4.5,1.0,1.25,0.8,1.02,4.59
Sergio Rochet,Uruguay,1.8,1.15,1.5,1.0,1.0,3.1049999999999995
Facundo Pellistri,Uruguay,6.0,1.0,0.85,0.4,1.0,2.04
Juan Manuel Sanabria,Uruguay,4.0,1.0,1.25,0.4,1.0,2.0
Matías Viña,Uruguay,3.5,1.0,1.25,0.4,1.0,1.75
Federico Viñas,Uruguay,4.0,1.0,0.85,0.4,1.0,1.36
Rodrigo Aguirre,Uruguay,2.3,1.15,0.85,0.4,1.0,0.8992999999999999
Guillermo Varela,Uruguay,1.0,1.15,1.25,0.4,1.0,0.5750000000000001
Santiago Mele,Uruguay,2.0,1.0,1.5,0.1,1.0,0.30000000000000004
Fernando Muslera,Uruguay,0.7,1.0,1.5,0.1,1.0,0.10499999999999998
Ronald Araujo,Uruguay,20.0,1.0,1.25,0.0,1.0,0.0
Giorgian de Arrascaeta,Uruguay,14.0,1.15,1.0,0.0,1.0,0.0
Abdukodir Khusanov,Uzbekistan,50.0,0.7,1.25,1.0,1.0,43.75
Eldor Shomurodov,Uzbekistan,7.0,1.15,0.85,1.0,1.02,6.979349999999998
Abbosbek Fayzullaev,Uzbekistan,7.0,0.7,0.85,1.0,1.02,4.2482999999999995
Abduvokhid Nematov,Uzbekistan,1.5,1.0,1.5,1.0,1.0,2.25
Aziz Ganiev,Uzbekistan,2.0,1.0,1.0,1.0,1.0,2.0
Oston Urunov,Uzbekistan,2.0,1.0,0.85,1.0,1.02,1.734
Khozhiakbar Alizhonov,Uzbekistan,1.3,1.0,1.25,1.0,1.06,1.7225000000000001
Sherzod Nasrullaev,Uzbekistan,1.2,1.0,1.25,1.0,1.06,1.59
Otabek Shukurov,Uzbekistan,1.5,1.0,1.0,1.0,1.0,1.5
Akmal Mozgovoy,Uzbekistan,1.4,1.0,1.0,1.0,1.06,1.484
Igor Sergeev,Uzbekistan,1.2,1.15,0.85,1.0,1.02,1.1964599999999999
Odildzhon Khamrobekov,Uzbekistan,1.0,1.15,1.0,0.8,1.0,0.9199999999999999
Jamshid Iskanderov,Uzbekistan,1.0,1.15,1.0,0.8,1.0,0.9199999999999999
Jaloliddin Masharipov,Uzbekistan,1.0,1.15,0.85,0.8,1.02,0.79764
Rustam Ashurmatov,Uzbekistan,0.75,1.0,1.25,0.8,1.02,0.765
Dostonbek Khamdamov,Uzbekistan,0.9,1.0,0.85,0.8,1.06,0.6487200000000002
Umar Eshmurodov,Uzbekistan,0.45,1.15,1.25,0.4,1.0,0.25875
Avazbek Ulmasaliev,Uzbekistan,0.5,1.0,1.25,0.4,1.0,0.25
Jakhongir Urozov,Uzbekistan,0.6,0.7,1.25,0.4,1.0,0.21000000000000002
Abdulla Abdullaev,Uzbekistan,0.5,1.0,1.0,0.4,1.0,0.2
Sherzod Esanov,Uzbekistan,0.45,1.0,1.0,0.4,1.0,0.18000000000000002
Azizbek Amanov,Uzbekistan,0.5,1.0,0.85,0.4,1.0,0.17
Botirali Ergashev,Uzbekistan,0.5,1.15,1.5,0.1,1.0,0.08625
Utkir Yusupov,Uzbekistan,0.5,1.0,1.5,0.1,1.0,0.07500000000000001
Bekhruz Karimov,Uzbekistan,0.35,0.7,1.25,0.1,1.0,0.030625
Farrukh Sayfiev,Uzbekistan,0.225,1.0,1.25,0.1,1.0,0.028125
